"//1.사업메타","","","","","","","","","","","","","","","","","","","","","","",""
"//사업명_정선해양관측","","","","","","","","","","","","","","","","","","","","","","",""
"//사업요약_관할해역의 미리 정해진 정점과 관측선을 따라 정기적으로 수온, 염분, 용존산소, 영양염 및 해양기상자료 등의 관측수행 및 자료제공","","","","","","","","","","","","","","","","","","","","","","",""
"//수행기관명_국립수산과학원","","","","","","","","","","","","","","","","","","","","","","",""
"//사업책임자명_null","","","","","","","","","","","","","","","","","","","","","","",""
"//표준시_KST","","","","","","","","","","","","","","","","","","","","","","",""
"//사업시작일_1961-01-29","","","","","","","","","","","","","","","","","","","","","","",""
"//사업종료일_2017-12-28","","","","","","","","","","","","","","","","","","","","","","",""
"//공간적범위_[(39.7383 122.2167, 31.5 135.0917)]","","","","","","","","","","","","","","","","","","","","","","",""
"//키워드_염분, 수온, 용존산소, 규산염, 아질산성질소, 인산염인, 질산성질소, 투명도, ","","","","","","","","","","","","","","","","","","","","","","",""
"//플랫폼_","","","","","","","","","","","","","","","","","","","","","","",""
"//관측장비_unknown","","","","","","","","","","","","","","","","","","","","","","",""
"////","","","","","","","","","","","","","","","","","","","","","","",""
"//2. 인용문구","","","","","","","","","","","","","","","","","","","","","","",""
"//관할해역 해양정보 공동활용시스템(JOISS)은 자료의 검색/분석 및 다운로드 서비스를 제공하고 있습니다.","","","","","","","","","","","","","","","","","","","","","","",""
"//본 포털은 해양수산부의 “해양과학조사 및 예보기술개발” 프로그램의 “관할해역 해양정보 공동활용체계 구축” 연구과제를 통해 구축 및 관리되고 있습니다.","","","","","","","","","","","","","","","","","","","","","","",""
"//JOISS에서 제공되고 있는 자료 및 서비스는 자유로운 사용 및 재배포가 가능합니다(자료가 부적절히 사용된 경우 서비스가 제한될 수 있음).","","","","","","","","","","","","","","","","","","","","","","",""
"//JOISS에서 제공된 자료 및 서비스(분석 및 그래프)를 사용한 경우 자료의 출처를 반드시 명시해야합니다.","","","","","","","","","","","","","","","","","","","","","","",""
"//가능하다면 인용된 문서 정보를 이메일(jiyoon4550@kesti.co.kr)로 보내주시길 바라며 이러한 협조는 JOISS 관리 및 발전에 큰 도움이 됩니다.","","","","","","","","","","","","","","","","","","","","","","",""
"////","","","","","","","","","","","","","","","","","","","","","","",""
"//● References","","","","","","","","","","","","","","","","","","","","","","",""
"//[연구사업 수행기관명], [책임자명], [최근자료수집일자], [자료명칭(연구사업명, 과제번호)]","","","","","","","","","","","","","","","","","","","","","","",""
"//국립수산과학원, null, 2017-12-28, 정선해양관측","","","","","","","","","","","","","","","","","","","","","","",""
"////","","","","","","","","","","","","","","","","","","","","","","",""
"//3. 데이터","","","","","","","","","","","","","","","","","","","","","","",""
" //플래그정보 : 0:미수행(no quality control), 1:양호(good value), 2:양호예상(probably good value), 3:의심(probably bad value), 4:불량(bad value), 9:결측(missing value)","","","","","","","","","","","","","","","","","","","","","","",""
"project_name","station","yyyy-mm-dd hh:mm:ss","Longitude [degrees_east]","Latitude [degrees_north]","bot.depth[m]","수심(m)","수심(text)","염분[psu]","sal_qc","수온[℃]","wtrtmp_qc","용존산소[mg/L]","disoxy_qc","규산염[μM]","reasil_qc","아질산성질소[μM]","nitnit_qc","인산염인[μM]","po4p_qc","질산성질소[μM]","natnit_qc","투명도[m]","tr_qc"
"정선해양관측","102-04","2002-02-22 10:00:00","129.615","36.0767","0","0","","34.37","1","12.26","1","5.25","1","","","","","","","","","16","2"
"정선해양관측","102-04","2002-02-22 10:00:00","129.615","36.0767","0","10","","34.37","1","12.26","1","5.25","1","","","","","","","","","",""
"정선해양관측","102-04","2002-02-22 10:00:00","129.615","36.0767","0","20","","34.37","1","12.25","1","5.24","1","","","","","","","","","",""
"정선해양관측","102-04","2002-02-22 10:00:00","129.615","36.0767","0","30","","34.35","1","12.24","1","5.24","1","","","","","","","","","",""
"정선해양관측","102-04","2002-02-22 10:00:00","129.615","36.0767","0","50","","34.32","1","11.02","1","5.35","1","","","","","","","","","",""
"정선해양관측","102-04","2002-02-22 10:00:00","129.615","36.0767","0","75","","34.27","1","8.4","1","5.46","1","","","","","","","","","",""
"정선해양관측","102-04","2002-04-20 09:21:00","129.615","36.0767","0","0","","34.14","1","9.75","1","4.54","1","","","","","","","","","10.5","2"
"정선해양관측","102-04","2002-04-20 09:21:00","129.615","36.0767","0","10","","34.14","1","9.43","1","4.55","1","","","","","","","","","",""
"정선해양관측","102-04","2002-04-20 09:21:00","129.615","36.0767","0","20","","34.1","1","8.85","1","4.94","1","","","","","","","","","",""
"정선해양관측","102-04","2002-04-20 09:21:00","129.615","36.0767","0","30","","34.04","1","6.08","1","4.83","1","","","","","","","","","",""
"정선해양관측","102-04","2002-04-20 09:21:00","129.615","36.0767","0","50","","34.06","1","2.86","1","4.29","1","","","","","","","","","",""
"정선해양관측","102-04","2002-06-07 14:13:00","129.615","36.0767","0","0","","33.65","1","18.63","1","5.42","1","","","","","","","","","10","2"
"정선해양관측","102-04","2002-06-07 14:13:00","129.615","36.0767","0","10","","33.58","1","15.98","1","5.47","1","","","","","","","","","",""
"정선해양관측","102-04","2002-06-07 14:13:00","129.615","36.0767","0","20","","34.03","1","13.83","1","5.06","1","","","","","","","","","",""
