"//1.사업메타",,,,,,,,,,,,,,,,,,,,,,,
"//사업명_정선해양관측",,,,,,,,,,,,,,,,,,,,,,,
"//사업요약_관할해역의 미리 정해진 정점과 관측선을 따라 정기적으로 수온, 염분, 용존산소, 영양염 및 해양기상자료 등의 관측수행 및 자료제공",,,,,,,,,,,,,,,,,,,,,,,
"//수행기관명_국립수산과학원",,,,,,,,,,,,,,,,,,,,,,,
"//사업책임자명_null",,,,,,,,,,,,,,,,,,,,,,,
"//표준시_KST",,,,,,,,,,,,,,,,,,,,,,,
"//사업시작일_1961-01-29",,,,,,,,,,,,,,,,,,,,,,,
"//사업종료일_2019-12-26",,,,,,,,,,,,,,,,,,,,,,,
"//공간적범위_[(39.7383 122.2167, 31.5 135.0917)]",,,,,,,,,,,,,,,,,,,,,,,
"//키워드_염분, 수온, 용존산소, 규산염, 아질산성질소, 인산염인, 질산성질소, 투명도, ",,,,,,,,,,,,,,,,,,,,,,,
"//플랫폼_",,,,,,,,,,,,,,,,,,,,,,,
"//관측장비_unknown",,,,,,,,,,,,,,,,,,,,,,,
"////",,,,,,,,,,,,,,,,,,,,,,,
"//2. 인용문구",,,,,,,,,,,,,,,,,,,,,,,
"//관할해역 해양정보 공동활용시스템(JOISS)은 자료의 검색/분석 및 다운로드 서비스를 제공하고 있습니다.",,,,,,,,,,,,,,,,,,,,,,,
"//본 포털은 해양수산부의 “해양과학조사 및 예보기술개발” 프로그램의 “관할해역 해양정보 공동활용체계 구축” 연구과제를 통해 구축 및 관리되고 있습니다.",,,,,,,,,,,,,,,,,,,,,,,
"//JOISS에서 제공되고 있는 자료 및 서비스는 자유로운 사용 및 재배포가 가능합니다(자료가 부적절히 사용된 경우 서비스가 제한될 수 있음).",,,,,,,,,,,,,,,,,,,,,,,
"//JOISS에서 제공된 자료 및 서비스(분석 및 그래프)를 사용한 경우 자료의 출처를 반드시 명시해야합니다.",,,,,,,,,,,,,,,,,,,,,,,
"//가능하다면 인용된 문서 정보를 이메일(joiss@kesti.co.kr)로 보내주시길 바라며 이러한 협조는 JOISS 관리 및 발전에 큰 도움이 됩니다.",,,,,,,,,,,,,,,,,,,,,,,
"////",,,,,,,,,,,,,,,,,,,,,,,
"//● References",,,,,,,,,,,,,,,,,,,,,,,
"//[연구사업 수행기관명], [책임자명], [자료명칭(연구사업명)]",,,,,,,,,,,,,,,,,,,,,,,
"//국립수산과학원, null, 정선해양관측",,,,,,,,,,,,,,,,,,,,,,,
"////",,,,,,,,,,,,,,,,,,,,,,,
"//3. 데이터",,,,,,,,,,,,,,,,,,,,,,,
" //플래그정보 : 0:미수행(no quality control), 1:양호(good value), 2:양호예상(probably good value), 3:의심(probably bad value), 4:불량(bad value), 9:결측(missing value)",,,,,,,,,,,,,,,,,,,,,,,
"project_name","station","yyyy-mm-dd hh:mm:ss","Longitude [degrees_east]","Latitude [degrees_north]","bot.depth[m]","수심(m)","dep_flag","염분[psu]","sal_qc","수온[℃]","wtrtmp_qc","용존산소[mg/L]","disoxy_qc","규산염[μM]","reasil_qc","아질산성질소[μM]","nitnit_qc","인산염인[μM]","po4p_qc","질산성질소[μM]","natnit_qc","투명도[m]","tr_qc"
"정선해양관측","102-00","2018-03-04 0:41","129.5883","36.0767","0","0","0","34.4089","1","10.5696","1","5.777","1","","","","","","","","","",""
"정선해양관측","102-00","2018-03-04 0:41","129.5883","36.0767","0","10","0","34.3913","1","10.3184","1","5.729","1","","","","","","","","","",""
"정선해양관측","102-00","2018-03-04 0:41","129.5883","36.0767","0","20","0","34.365","1","9.9806","1","5.713","1","","","","","","","","","",""
"정선해양관측","102-00","2018-03-04 0:41","129.5883","36.0767","0","30","0","34.3096","1","9.2259","1","5.63","1","","","","","","","","","",""
"정선해양관측","102-00","2018-03-04 0:41","129.5883","36.0767","0","50","0","34.2536","1","7.8355","1","5.737","1","","","","","","","","","",""
"정선해양관측","102-00","2018-04-17 12:46","129.5883","36.0767","0","0","0","34.2735","1","14.0608","1","5.68","1","","","","","","","","","7","2"
"정선해양관측","102-00","2018-04-17 12:46","129.5883","36.0767","0","10","0","34.2719","1","13.6729","1","6.553","1","","","","","","","","","7","2"
"정선해양관측","102-00","2018-04-17 12:46","129.5883","36.0767","0","20","0","34.2899","1","12.9308","1","6.308","1","","","","","","","","","7","2"
"정선해양관측","102-00","2018-04-17 12:46","129.5883","36.0767","0","30","0","34.2934","1","10.914","1","5.785","1","","","","","","","","","7","2"
"정선해양관측","102-00","2018-04-17 12:46","129.5883","36.0767","0","50","0","34.1763","1","6.2673","1","5.277","1","","","","","","","","","7","2"
"정선해양관측","102-00","2018-06-23 10:48","129.5883","36.0767","0","0","0","34.1785","1","15.2567","1","5.896","1","","","","","","","","","5","2"
"정선해양관측","102-00","2018-06-23 10:48","129.5883","36.0767","0","10","0","34.3754","1","11.3004","1","4.451","1","","","","","","","","","5","2"
"정선해양관측","102-00","2018-06-23 10:48","129.5883","36.0767","0","20","0","34.2508","1","7.9144","1","4.584","1","","","","","","","","","5","2"
"정선해양관측","102-00","2018-06-23 10:48","129.5883","36.0767","0","30","0","34.128","1","4.4384","1","5.423","1","","","","","","","","","5","2"
"정선해양관측","102-00","2018-06-23 10:48","129.5883","36.0767","0","50","0","34.0433","1","2.992","1","5.002","1","","","","","","","","","5","2"
"정선해양관측","102-00","2018-08-29 3:12","129.5883","36.0767","0","0","0","32.8736","1","22.8763","1","4.826","1","","","","","","","","","",""
"정선해양관측","102-00","2018-08-29 3:12","129.5883","36.0767","0","10","0","33.0316","1","22.6681","1","4.866","1","","","","","","","","","",""
"정선해양관측","102-00","2018-08-29 3:12","129.5883","36.0767","0","20","0","33.4846","1","19.1516","1","4.771","1","","","","","","","","","",""
"정선해양관측","102-00","2018-08-29 3:12","129.5883","36.0767","0","30","0","33.9888","1","14.9128","1","4.697","1","","","","","","","","","",""
"정선해양관측","102-00","2018-10-25 12:20","129.5883","36.0767","0","0","0","33.4251","1","20.0879","1","5.001","1","","","","","","","","","7","2"
"정선해양관측","102-00","2018-10-25 12:20","129.5883","36.0767","0","10","0","33.5502","1","20.2703","1","5.113","1","","","","","","","","","7","2"
"정선해양관측","102-00","2018-10-25 12:20","129.5883","36.0767","0","20","0","33.6033","1","19.8416","1","4.888","1","","","","","","","","","7","2"
"정선해양관측","102-00","2018-10-25 12:20","129.5883","36.0767","0","30","0","33.8343","1","14.5485","1","4.155","1","","","","","","","","","7","2"
"정선해양관측","102-00","2018-12-21 12:30","129.5883","36.0767","0","0","0","34.1518","1","14.7367","1","5.036","1","","","","","","","","","6.4","2"
"정선해양관측","102-00","2018-12-21 12:30","129.5883","36.0767","0","10","0","34.1477","1","14.6844","1","5.054","1","","","","","","","","","6.4","2"
"정선해양관측","102-00","2018-12-21 12:30","129.5883","36.0767","0","20","0","34.1402","1","14.5191","1","5.113","1","","","","","","","","","6.4","2"
"정선해양관측","102-00","2018-12-21 12:30","129.5883","36.0767","0","30","0","34.0997","1","13.7546","1","5.205","1","","","","","","","","","6.4","2"
"정선해양관측","102-04","2018-03-04 0:22","129.615","36.0767","0","0","0","34.4305","1","10.8917","1","5.687","1","13.078","1","0.322","2","0.573","1","7.109","1","",""
"정선해양관측","102-04","2018-03-04 0:22","129.615","36.0767","0","10","0","34.4308","1","10.8941","1","5.725","1","","","","","","","","","",""
"정선해양관측","102-04","2018-03-04 0:22","129.615","36.0767","0","20","0","34.4308","1","10.9007","1","5.736","1","","","","","","","","","",""
"정선해양관측","102-04","2018-03-04 0:22","129.615","36.0767","0","30","0","34.4148","1","10.5768","1","5.728","1","","","","","","","","","",""
"정선해양관측","102-04","2018-03-04 0:22","129.615","36.0767","0","50","0","34.2193","1","8.4354","1","5.743","1","","","","","","","","","",""
"정선해양관측","102-04","2018-03-04 0:22","129.615","36.0767","0","75","0","34.1122","1","5.6279","1","5.555","1","","","","","","","","","",""
"정선해양관측","102-04","2018-04-17 12:28","129.615","36.0767","0","0","0","34.4872","1","14.571","1","5.993","1","4.519","1","0.029","2","0.087","1","0.501","1","10","2"
"정선해양관측","102-04","2018-04-17 12:28","129.615","36.0767","0","10","0","34.4803","1","14.4836","1","6.036","1","","","","","","","","","10","2"
"정선해양관측","102-04","2018-04-17 12:28","129.615","36.0767","0","20","0","34.4146","1","13.866","1","5.916","1","","","","","","","","","10","2"
"정선해양관측","102-04","2018-04-17 12:28","129.615","36.0767","0","30","0","34.2913","1","11.8554","1","5.956","1","","","","","","","","","10","2"
"정선해양관측","102-04","2018-04-17 12:28","129.615","36.0767","0","50","0","34.2049","1","6.9657","1","5.382","1","","","","","","","","","10","2"
"정선해양관측","102-04","2018-04-17 12:28","129.615","36.0767","0","75","0","34.0573","1","3.762","1","5.368","1","","","","","","","","","10","2"
"정선해양관측","102-04","2018-06-23 10:31","129.615","36.0767","0","0","0","34.1742","1","15.0696","1","5.91","1","","","","","","","","","4.3","2"
"정선해양관측","102-04","2018-06-23 10:31","129.615","36.0767","0","10","0","34.4005","1","11.9255","1","4.304","1","","","","","","","","","4.3","2"
"정선해양관측","102-04","2018-06-23 10:31","129.615","36.0767","0","20","0","34.3481","1","10.1227","1","4.527","1","","","","","","","","","4.3","2"
